Data Details,,,,,,,,,Levels of Location Strata,Levels of Business Sector Strata,ISIC Rev. 3.1 (http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,,,"Wholesale and retail trade; repair of motor vehicles, motocyles and personal and household goods",,,,,,Hotels and restaurants,,,"Transport, storage and communications",,"Professional, scientific and technical activities",,,,,,,Others,,Additional
Lao PDR,2018,2017,2015,5,5/2018-10/2018,Global,EAP,332,"Champasak (45), Khammouane (46), Luang Prabang (54), SavannakhÇt (50), Vientiane (137)","Manufacturing (142), Other Services (138), Retail (52)",65,0,0,5,6,0,11,1,5,1,2,0,4,13,3,8,0,0,0,0,0,17,1,0,0,19,0,21,38,52,7,0,0,5,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lao PDR,2024,2023,2021,3,07/2024-02/2025,Global,EAP,363,"North Lao PDR (105), South Lao PDR (113), Vientiane (145)","Manufacturing (150), Other Services (161), Retail (52)",8,53,0,5,4,0,11,3,3,1,1,2,2,28,1,7,0,2,1,0,1,11,5,1,9,12,9,24,35,52,3,0,0,1,0,24,35,0,0,1,1,1,0,0,0,0,0,4,2,0
Latvia,2002,2001,1998/1999,1,,Not Global,,103,Latvia (103),"Manufacturing (24), Services (79)",2,0,0,1,4,0,2,0,2,0,0,0,0,1,1,3,0,0,2,1,0,5,0,0,0,9,0,8,11,35,5,1,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2005,2004,2002,6,,Not Global,,126,"Kurzeme (12), Latgale (11), Pieriga (8), Riga (67), Vidzeme (15), Zemgale (13)","Manufacturing (30), Services (96)",4,0,0,3,4,0,7,1,3,0,0,0,0,0,1,2,0,0,3,0,0,2,0,0,0,11,0,10,14,41,8,1,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2009,2007,2004,6,9/2008 - 11/2008,Global,ECA,271,"Kurzeme (26), Latgale (25), Pieriga (33), Riga (138), Vidzeme (29), Zemgale (20)","Manufacturing (92), Other Services (89), Retail (90)",22,0,0,3,6,0,21,1,10,0,0,0,2,7,0,7,0,0,4,0,3,5,1,0,0,28,0,7,25,90,10,1,0,6,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2013,2011,2009,6,1/2013 - 12/2013,Global,ECA,336,"Kurzeme (39), Latgale (39), Pieriga (63), Riga (130), Vidzeme (32), Zemgale (33)","Manufacturing (118), Other Services (110), Retail (108)",20,0,0,1,5,1,17,5,7,1,5,0,6,5,5,8,2,1,6,1,2,18,1,1,0,27,0,10,22,108,19,2,0,9,2,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2019,2018,2016,3,11/2018 - 12/2019,Global,ECA,359,"Kurzeme & Zemgale (114), Riga & Pieriga (113), Vidzeme & Latgale (132)","Manufacturing (130), Other Services (130), Retail (99)",22,0,0,0,6,0,33,2,13,0,5,0,4,4,0,12,0,5,5,3,0,15,1,0,0,42,0,20,21,99,15,0,0,13,2,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,2024,2023/2024,2021/2022,3,06/2024-03/2025,Global,ECA,259,"Kurzeme (LV003), Zemgale (LV009) (86), Latgale (LV005), Vidzeme (LV008) (89), R?ga (LV006), Pier?ga (LV007) (84)","Manufacturing (89), Other Services (102), Retail (68)",13,1,0,2,3,0,29,1,4,0,1,0,0,4,1,11,1,5,3,0,1,7,2,0,11,8,11,9,18,68,13,0,0,5,0,1,9,2,0,5,1,2,4,0,0,2,0,0,1,0
Lebanon,2009,2008,,1,1/2009 - 12/2009,Not Global,MNA,382,Lebanon (382),"Manufacturing (171), Services (211)",48,0,0,16,11,3,2,1,31,0,3,0,1,7,1,4,0,4,3,1,0,33,2,0,0,41,0,3,52,27,1,5,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,73
Lebanon,2013,2012,2009,6,4/2013 - 9/2014,Global,MNA,561,"Beirut (123), Bekaa Valley (85), Mount Lebanon (139), Nabatieh (39), North Lebanon (77), South Lebanon (98)","Food (89), Manufacturing (150), Other Services (91), Wholesale & Retail (231)",89,0,1,4,13,7,3,7,31,0,12,0,12,12,4,4,0,5,9,1,0,24,1,0,0,20,0,18,108,105,5,1,0,5,3,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,2019,2019,2017,5,5/2019 - 4/2020,Global,MNA,532,"Beirut (75), Bekaa Valley & North Lebanon (121), Mount Lebanon (154), Nabatieh (75), South Lebanon (107)","Food (116), Other Manufacturing (152), Other Services (135), Wholesale & Retail (129)",116,0,0,0,7,7,8,11,20,0,9,0,11,15,4,19,0,10,7,1,1,20,1,1,0,29,0,29,75,54,4,6,0,1,2,58,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,2009,2007,2005,1,9/2008 - 2/2009,Global,AFR,151,Maseru (151),"Manufacturing (63), Services (88)",10,0,0,7,16,0,0,0,0,0,2,0,6,0,1,6,0,4,1,0,0,0,0,0,0,35,0,5,2,36,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,10
Lesotho,2016,2015,2013,1,6/2016 - 8/2016,Global,AFR,150,Lesotho (150),"Manufacturing (76), Services (74)",8,0,0,4,26,3,0,2,1,0,2,0,2,17,0,4,0,1,2,0,0,4,0,0,0,9,0,5,4,45,3,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,2023,2022/2023,2020/2021,2,05/2023 - 10/2023,Global,AFR,150,"Maseru (75), Rest of the Country (75)","Manufacturing (57), Services (93)",4,1,0,1,17,2,1,2,1,0,0,0,0,9,1,7,0,2,0,1,0,3,5,0,5,2,3,12,2,42,3,0,0,0,0,11,9,1,0,0,0,0,0,0,0,1,0,0,2,0
Liberia,2009,2007,2005,3,9/2008 - 2/2009,Global,AFR,150,"Margibi (15), Montserrado (104), Nimba (31)","Manufacturing (73), Services (77)",6,0,0,1,7,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,3,0,29,14,15,6,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,52
Liberia,2017,2016,2014,3,7/2017 - 9/2017,Global,AFR,151,"Margibi (33), Montserrado (105), Nimba (13)","Manufacturing (75), Services (76)",19,0,0,0,21,1,4,1,3,2,1,0,2,0,1,2,2,1,1,2,0,11,1,0,0,12,0,10,23,20,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2002,2001,1998/1999,1,,Not Global,,129,Lithuania (129),"Manufacturing (34), Services (95)",6,0,0,2,3,0,0,2,1,0,0,0,2,3,1,1,1,1,2,1,0,6,2,0,0,24,0,4,15,17,10,1,0,2,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2004,2003,,1,,Not Global,,239,Lithuania (239),"Manufacturing (165), Services (74)",6,0,4,2,1,0,0,25,1,0,2,0,0,6,3,2,0,15,1,1,11,1,11,2,0,0,0,0,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Lithuania,2005,2004,2002,9,,Not Global,,143,"Alytus county (7), Kaunas county (31), Klaipeda county (13), Marijampole county (6), Panevezys county (1), Sialiai county (13), Telsiai county (5), Utena county (14), Vilnius county (53)","Manufacturing (38), Services (105)",6,0,0,6,3,0,7,1,1,1,0,0,0,3,0,1,0,2,1,0,0,3,3,0,0,22,0,5,14,24,17,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,2009,2007,2004,4,9/2008 - 3/2009,Global,ECA,276,"Coast and West (55), North East (59), South West (77), Vilniaus (85)","Manufacturing (101), Other Services (101), Retail (74)",20,0,0,9,8,1,14,0,7,0,0,0,4,4,0,9,1,5,3,0,2,10,4,0,0,36,0,7,21,71,15,0,0,5,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,4
Lithuania,2013,2011,2009,4,1/2013 - 10/2013,Global,ECA,270,"Coast+West (44), North-East (48), South-West (90), Vilniaus (88)","Manufacturing (107), Other Services (84), Retail (79)",21,0,0,7,3,0,22,2,11,0,1,0,1,2,0,13,2,6,6,0,0,8,2,0,0,26,0,12,14,79,12,0,0,2,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,2
Lithuania,2019,2018,2016,3,12/2018 - 1/2020,Global,ECA,358,"Kaunus & Klaipeda (128), Rest of the Country (119), Vilnius (111)","Manufacturing (128), Other Services (120), Retail (110)",25,0,0,6,15,1,25,2,4,0,0,0,3,5,2,12,1,3,5,0,2,14,3,0,0,32,0,14,19,110,20,0,0,5,2,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,2020,2019,2017,1,11/2019 - 12/2020,Global,ECA,170,Luxembourg (170),"Manufacturing (37), Other Services (115), Retail (18)",5,0,0,0,0,0,1,0,5,0,4,0,0,2,1,7,1,2,5,0,1,1,1,1,0,32,0,5,19,18,12,0,0,1,1,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2009,2007,2005,4,9/2008 - 2/2009,Global,AFR,445,"Antananarivo (340), Antsiranana (14), Mahajanga (33), Toamasina (58)","Food (46), Garments (53), Manufacturing (1), Other Manufacturing (104), Other Services (161), Retail (80)",46,0,1,15,53,2,20,5,18,0,12,0,3,3,1,6,0,0,1,0,5,13,0,0,0,26,0,33,64,80,6,9,1,14,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2013,2012,2010,8,10/2013 - 5/2014,Global,AFR,532,"Analamanga (202), Anosy (39), Antsinanana (30), Atsimo Andrefana (79), Boeny (40), Diana (48), Nosy Be (61), Vakinankaratra (33)","Food (70), Hospitality & Tourism (149), Mining Related Manufacturing (45), Other Manufacturing (85), Other Services (118), Textiles (65)",70,0,4,65,0,0,36,0,18,1,19,0,10,9,4,2,0,0,5,0,2,14,4,0,0,23,0,15,37,22,9,16,0,13,1,121,0,5,0,0,0,0,0,0,0,0,0,0,0,7
Madagascar,2022,2021/2022,2019/2020,8,5/2022 - 11/2022,Global,AFR,402,"Analamanga (189), Anosy (7), Atsimo Andrefana (29), Atsinanana (50), Boeni (41), Diana (47), Sava (7), Vakinakaratra (32)","Food (27), Garments (19), Other Manufacturing (80), Other Services (140), Retail (89), Wholesale (47)",27,0,0,10,19,2,16,3,4,0,16,0,2,6,2,10,0,0,0,0,1,8,0,0,0,28,0,17,47,89,28,0,0,1,0,60,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,2009,2008,2006,3,5/2009 - 7/2009,Global,AFR,150,"Central (44), North (14), South (92)","Manufacturing (74), Services (76)",21,0,1,6,1,1,5,2,3,0,7,0,8,1,2,5,0,1,3,0,0,4,0,0,0,10,0,11,3,23,4,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Malawi,2014,2013,2011,6,4/2014 - 2/2015,Global,AFR,523,"Blantyre (256), Kasungu (4), Lilongwe (183), Mangochi (14), Mzimba (30), Zomba (36)","Manufacturing (197), Other Services (208), Retail (118)",45,0,5,12,16,3,12,5,26,2,16,0,15,5,2,4,0,5,7,2,0,14,1,0,0,30,0,62,32,118,13,0,0,10,1,38,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2007,2006,,9,10/2007 - 1/2008,Not Global,EAP,1115,"Johor (346), Kedah (77), Kuala Lumpur (90), Melaka (41), Penang (Pulau Pinang) (189), Sabah (31), Sarawak (46), Selangor (266), Terengganu (29)",Manufacturing (1115),243,0,0,40,90,0,28,0,0,0,82,0,281,0,0,0,84,27,93,35,0,102,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2015,2013/2014/2015/2016,2011/2012/2013/2014,5,03/2015 - 05/2016,Global,EAP,1000,"Central (291), East Coast (153), East Malaysia (143), North (204), South (209)","Chemicals & Chemical Products (86), Electronics & Communications Equip. (92), Food (158), Garments (63), Other Manufacturing (186), Other Services (235), Retail (180)",158,0,0,19,63,4,12,2,25,4,86,0,30,15,20,10,8,84,20,6,0,13,5,1,0,59,0,54,99,180,1,1,0,0,3,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2019,2018/2019/2020,2016/2017/2018,5,06/2019 - 07/2020,Global,EAP,1221,"Central (274), Eastern (240), Northern (301), Sabah & Sarawak (138), Southern (268)","Chemicals & Chemical Products (56), Electronics (129), Food (67), Hospitality & Tourism (139), IT & IT Services (44), Machinery & Equipment (74), Motor Vehicles (37), Other Manufacturing (124), Other Services (188), Pharmaceuticals & Medical Products (22), Retail (139), Rubber & Plastics Products (83), Textiles & Garments (47), Wood Products & Furniture (72)",67,0,0,25,22,3,28,14,10,1,66,0,83,18,22,40,42,82,74,37,7,49,18,3,0,54,0,38,48,90,31,6,0,30,15,166,0,32,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2024,2023/2024,2021/2022,5,01/2024-03/2025,Global,EAP,979,"Central (277), Eastern (102), Northern (125), Sabah and Sarawak (222), Southern (253)","Chemicals & Chemical Products (16), Computer, Electronic & Optical Products (8), Food (52), Hotels (40), Other Manufacturing (144), Other Services (466), Professional Activities (96), Retail (157)",52,1,0,5,4,1,5,4,10,0,16,3,16,8,8,18,8,9,16,11,6,10,1,8,40,21,40,61,75,157,10,3,1,22,1,40,126,1,4,44,11,16,31,0,12,26,0,10,7,0
Mali,2007,2006,2003,4,2/2007 - 3/2007,Global,AFR,490,"Bamako (321), Mopti (40), Segou (82), Sikasso (47)","Food (96), Garments (138), Rest of Universe (124), Retail & IT (132)",96,0,0,2,138,1,1,1,4,0,11,0,3,5,6,19,0,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
Mali,2010,2009,2007,4,6/2010 - 10/2010,Global,AFR,360,"Bamako (260), Mopti (24), Segou (39), Sikasso (37)","Manufacturing (162), Other Services (197), Retail (1)",48,0,0,12,28,0,1,2,7,7,17,0,4,6,3,11,1,5,5,2,0,3,0,0,0,30,0,9,35,56,18,1,5,4,2,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Mali,2016,2015,2013,2,07/2016 - 10/2016,Global,AFR,185,"Bamako (133), Mopti, SÇgou, Sikasso (52)","Manufacturing (99), Services (86)",33,0,1,3,18,1,2,0,4,1,10,0,5,1,4,6,0,2,3,0,0,5,0,0,0,10,0,6,21,17,12,0,0,3,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Mali,2024,2023,2021,4,08/2024-01/2025,Global,AFR,392,"Bamako (124), North (29), South (103), West (136)","Manufacturing (140), Other Services (176), Retail (76)",34,0,0,4,44,0,2,0,2,0,0,0,3,2,1,28,0,0,2,0,0,16,1,1,4,2,5,75,46,76,13,0,0,1,1,10,8,0,1,0,1,0,0,0,0,1,0,0,8,0
Malta,2019,2018,2016,1,12/2018 - 09/2019,Global,MNA,242,Malta (242),"Manufacturing (83), Services (159)",11,0,0,0,2,0,1,3,8,0,6,0,8,10,0,14,1,4,3,0,0,9,3,0,0,12,0,9,32,53,7,0,1,20,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Malta,2024,2022/2023/2024,2020/2021/2022,1,07/2024-02/2025,Global,MNA,241,Malta (241),"Manufacturing (63), Services (178)",10,3,0,0,3,0,1,2,1,0,0,2,5,7,0,5,4,4,4,0,0,4,4,4,3,1,4,6,52,50,1,2,1,7,1,11,3,4,0,8,4,5,2,1,4,5,0,3,0,0
Mauritania,2006,2005,2002,2,6/2006 - 7/2006,Global,AFR,237,"Nouadhibou (29), Nouakchott (208)","Food (29), Garments (4), Other Manufacturing (47), Other Services (111), Retail (46)",29,0,0,2,4,0,6,0,8,0,4,0,1,4,6,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
Mauritania,2014,2013,2011,2,9/2014 - 2/2015,Global,AFR,150,"Nouadhibou (60), Nouakchott (90)","Manufacturing (52), Services (98)",33,0,0,0,0,0,1,3,7,1,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,8,0,8,17,13,8,1,0,23,5,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,2009,2007,2005,6,6/2008 - 2/2009,Global,AFR,398,"Central (99), East (64), North (48), Port Louis (113), South (54), West (20)","Food (80), Garments (17), Other Manufacturing (126), Other Services (91), Retail (84)",80,0,0,41,17,1,6,1,12,0,7,0,10,1,4,8,0,0,0,2,0,25,5,0,0,33,0,19,8,84,0,0,1,5,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,3
Mauritius,2023,2022/2023,2020/2021,3,05/2023 - 10/2023,Global,AFR,353,"East Mauritius (93), North Mauritius (122), West Mauritius (138)","Manufacturing (116), Other Services (163), Retail (74)",25,2,0,4,24,1,0,2,6,0,5,0,7,5,0,11,1,1,1,0,0,7,12,2,23,4,18,18,32,74,6,1,0,4,0,15,13,0,1,8,3,1,6,0,1,2,0,7,0,0
Mexico,2006,2005,2002,8,2/2006 - 9/2006,Global,LAC,1480,"Chihuahua (88), Coahuila de Zaragoza (34), Estado de Mexico (340), Jalisco (206), Mexico DF (443), Nuevo Leon (199), Puebla (137), Veracruz (33)","Chemicals & Chemical Products (170), Electronics (130), Food (157), Garments (162), IT & IT Services (118), Machinery & Equipment (171), Non-Metallic Mineral Products (164), Rest of Universe (136), Retail (119), Textiles (153)",157,0,0,153,162,0,1,0,2,0,170,0,2,164,4,4,48,82,171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
Mexico,2010,2009,2007,8,8/2009 - 6/2010,Global,LAC,1480,"Coahuila (86), Estado de Mexico (249), Guanajuato (173), Jalisco (276), Mexico DF (311), Nuevo Leon (217), Puebla (123), Veracruz (45)","Chemicals & Chemical Products (155), Fabricated Metal Products (166), Food (189), Furniture (124), Garments (124), IT & IT Services (75), Machinery & Equipment (110), Other Manufacturing (156), Other Services (116), Retail (114), Rubber & Plastics Products (151)",189,0,1,23,124,29,6,6,13,2,155,0,151,29,14,166,0,19,110,3,2,124,8,0,0,23,0,21,39,114,11,1,1,8,3,9,0,75,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,2023,2022,2020,5,03/2023-10/2023,Global,LAC,1322,"Central (275), Central North (199), Mexico City (388), North (244), South (216)","Construction (155), Food (114), Garments (129), Hotels (133), Other Manufacturing (329), Other Services (194), Retail (171), Textiles (97)",114,7,0,97,129,19,5,8,7,1,42,8,49,4,8,50,0,11,38,13,3,44,7,5,108,26,21,36,32,171,14,0,0,1,0,133,74,2,0,1,16,6,2,0,6,1,1,0,2,0
"Micronesia, Fed. Sts.",2009,2008,2006,1,5/2009 - 8/2009,Global,EAP,68,Pohnpei (68),"Manufacturing (9), Services (59)",3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,5,0,8,19,18,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moldova,2002,2001,1998/1999,1,,Not Global,,122,Moldova (122),"Manufacturing (43), Services (79)",27,0,0,1,3,2,0,1,0,0,0,0,0,3,0,1,0,1,3,0,0,1,0,0,0,3,0,2,17,41,5,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2003,2002,,1,,Not Global,,103,Moldova (103),Manufacturing (103),47,0,0,3,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2005,2004,2002,15,,Not Global,,290,"Balti (43), Cahul (4), Chisinau (150), Edinet (12), Falesti (2), Glodeni (11), Hancesti (2), Orhei (1), Rascani (5), Razi (1), Rezina (10), Soraca (14), Taraclia (20), Telenesti (3), Ungheni (12)","Manufacturing (189), Services (101)",109,0,5,0,25,1,4,1,1,0,2,0,0,3,0,31,0,0,2,1,0,3,1,0,0,6,0,8,13,54,8,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2009,2007,2004,4,9/2008 - 2/2009,Global,ECA,363,"Central (244), North (60), South (39), Southeast (20)","Manufacturing (108), Other Services (121), Retail (134)",47,0,2,2,17,4,1,1,2,0,2,0,2,3,0,14,0,1,5,0,0,5,0,0,0,41,0,15,25,134,23,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moldova,2013,2011,2009,4,11/2012 - 12/2013,Global,ECA,360,"Central (211), North (77), South (51), South East (21)","Manufacturing (110), Other Services (117), Retail (133)",36,0,2,4,11,1,3,3,6,0,1,0,9,8,3,11,0,1,3,0,1,6,1,0,0,41,0,12,32,133,15,0,0,2,3,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Moldova,2019,2018,2016,3,04/2019 - 11/2019,Global,ECA,360,"Center (163), North (98), South (99)","Manufacturing (138), Other Services (122), Retail (100)",56,0,1,1,17,4,3,2,4,0,3,0,9,7,0,8,1,4,4,0,1,11,2,0,0,40,0,24,30,100,12,0,0,3,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,2024,2023,2021,2,05/2024 - 08/2024,Global,ECA,152,"Center (78), Rest of the Country (74)","Manufacturing (76), Services (76)",26,4,1,2,15,1,0,1,1,0,0,0,1,1,1,2,2,4,3,0,0,8,3,0,5,6,2,5,18,24,6,0,0,0,0,0,2,1,0,2,0,0,2,0,3,0,0,0,0,0
Mongolia,2009,2007,2004,5,10/2008 - 2/2009,Global,EAP,362,"Central (52), East (19), Khangai (46), Ulaanbaatar (209), West (36)","Manufacturing (130), Other Services (147), Retail (85)",52,0,0,7,14,4,8,1,8,0,4,0,2,13,4,3,0,3,1,0,0,5,1,0,0,57,0,12,21,85,5,0,1,6,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2013,2011,2009,5,12/2012 - 7/2013,Global,EAP,360,"Central (53), Eastern (22), Khangai (49), Ulan Bator (201), Western (35)","Manufacturing (115), Other Services (128), Retail (117)",33,0,0,9,7,4,9,4,12,0,3,0,2,16,3,5,0,1,2,0,0,3,2,0,0,53,0,10,17,117,11,0,0,4,3,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2019,2018,2016,3,1/2019 - 5/2019,Global,EAP,360,"Central & East Mongolia (111), Khangai & West Mongolia (116), Ulaanbaatar (133)","Manufacturing (124), Other Services (153), Retail (83)",46,0,0,10,10,6,13,2,6,0,2,0,2,15,2,4,0,0,3,0,0,3,0,0,0,67,0,9,29,83,7,0,1,5,1,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2009,2007,2004,3,9/2008 - 2/2009,Global,ECA,116,"Central and South (66), Coast (37), North (13)","Manufacturing (38), Other Services (36), Retail (42)",15,0,0,1,0,1,3,1,1,0,2,0,0,2,0,3,0,0,1,1,2,5,0,0,0,4,0,3,17,41,3,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Montenegro,2013,2011,2009,3,2/2013 - 6/2013,Global,ECA,150,"Centre And South (72), Coast (52), North (26)","Manufacturing (50), Other Services (54), Retail (46)",14,0,0,0,2,1,4,2,3,0,2,0,1,3,0,5,0,2,2,0,1,8,0,0,0,8,0,8,16,46,5,0,0,1,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2019,2018,2016,1,1/2019 - 7/2019,Global,ECA,150,Entire Country (150),"Manufacturing (65), Services (85)",23,0,0,1,0,1,13,1,6,0,1,0,0,3,1,5,0,0,2,0,0,8,0,0,0,14,0,4,13,31,4,1,0,2,2,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2023,2022,2020,1,4/2023 - 8/2023,Global,ECA,151,Entire Country (151),"Manufacturing (69), Services (82)",21,0,0,0,2,1,14,0,4,0,3,0,4,7,1,3,0,1,1,0,0,5,2,0,3,1,7,4,16,24,4,2,0,0,0,7,7,0,1,2,3,0,0,0,0,0,0,0,1,0
Morocco,2007,2005,,5,1/2007 - 6/2007,Not Global,MNA,659,"Fäs (63), Morocco (1), Rabat/Casablanca (460), Settat (25), Tanger/TÇtouan (110)",Entire Sector (659),119,0,0,43,119,21,9,2,15,0,87,0,3,17,0,23,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
Morocco,2013,2012,2009,5,5/2013 - 12/2014,Global,MNA,407,"Central (80), Grand Casablanca (107), North (49), Rabat-Sale-Zemmour-Zaer (71), South (100)","Food (49), Garments (38), Other Manufacturing (100), Other Services (184), Retail (36)",49,0,0,12,38,1,4,1,12,0,7,0,9,8,5,10,2,6,10,1,1,5,6,0,0,33,0,12,79,36,2,2,0,8,4,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2019,2018,2016,8,5/2019 - 1/2020,Global,MNA,1096,"BÇni Mellal-KhÇnifra and DrÉa-Tafilalet (123), Casablanca-Settat (159), Fäs-Meknäs (133), Marrakech-Safi (130), Oriental (127), Rabat-SalÇ-KÇnitra (153), Souss-Massa (125), Tanger-TÇtouan-Al Hoceima (146)","Food (119), Garments (174), Other Manufacturing (170), Other Services (444), Retail (189)",119,0,0,19,174,10,6,2,17,1,13,0,11,25,5,19,1,10,10,3,3,12,3,0,0,109,0,57,117,189,28,0,0,11,1,98,0,23,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2023,2021/2022,2019/2020,4,05/2023 - 10/2023,Global,MNA,598,"Casablanca-Settat (192), East (124), North (148), South (134)","Food (108), Garments (102), Other Manufacturing (100), Other Services (204), Retail (84)",108,2,0,10,102,2,5,3,10,1,3,1,8,15,1,15,1,6,7,3,1,1,5,0,18,5,18,8,76,84,34,0,0,0,1,2,19,2,2,7,1,0,1,0,0,0,0,6,4,0
Mozambique,2007,2006,2003,4,1/2007 - 12/2007,Global,AFR,479,"Beira (31), Maputo (354), Matola (47), Nampula (47)","Food (88), Furniture (71), Garments (51), Rest of Universe (163), Retail (106)",88,0,1,1,51,8,5,0,2,0,7,0,10,10,1,78,0,4,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
Mozambique,2018,2017,2015,7,06/2018-01/2019,Global,AFR,601,"Cabo Delgado (52), Manica (47), Maputo (Greater) (235), Nampula (87), Sofala (96), Tete (37), ZambÇzia (47)","Food (83), Hospitality & Tourism (81), Metals, Machinery, Computers & Electronics (78), Other Manufacturing (126), Other Services (128), Retail (105)",83,0,2,2,17,4,28,2,10,1,4,0,13,6,1,64,0,5,8,2,0,35,0,0,0,40,0,29,22,105,26,2,0,2,5,79,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2014,2012,2010,5,2/2014 - 4/2014,Global,EAP,632,"Bago (36), Mandalay (125), Monywa (50), Taunggyi (46), Yangon (375)","Manufacturing (353), Other Services (174), Retail (105)",104,0,2,8,65,2,11,7,2,0,17,0,32,3,14,19,0,4,42,3,0,17,1,0,0,2,0,20,65,105,2,0,0,0,0,81,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2016,2015,2013,5,10/2016-04/2017,Global,EAP,607,"Bago (36), Mandalay (136), Monywa (66), Taunggyi (41), Yangon (328)","Manufacturing (367), Other Services (147), Retail (93)",88,0,2,7,38,7,25,13,3,0,10,0,17,5,11,45,1,4,51,6,1,20,13,0,0,15,0,25,46,93,2,0,0,2,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0
